time_s,protocol,sequence,node_id,status_hex,status_bits,quat_w,quat_x,quat_y,quat_z,yaw_deg,yaw_unwrapped_deg,pitch_deg,roll_deg,imu0_accel_x_mg,imu0_accel_y_mg,imu0_accel_z_mg,imu0_gyro_x_dps,imu0_gyro_y_dps,imu0_gyro_z_dps,imu1_accel_x_mg,imu1_accel_y_mg,imu1_accel_z_mg,imu1_gyro_x_dps,imu1_gyro_y_dps,imu1_gyro_z_dps,guided_test_active,guided_test_step,guided_test_step_label,guided_test_step_status,guided_test_elapsed_s,guided_test_target_node,guided_test_target_label,guided_test_error_deg,guided_test_reference_node,guided_test_reference_label,palm_ref_quat_w,palm_ref_quat_x,palm_ref_quat_y,palm_ref_quat_z,palm_live_quat_w,palm_live_quat_x,palm_live_quat_y,palm_live_quat_z,relative_to_palm_quat_w,relative_to_palm_quat_x,relative_to_palm_quat_y,relative_to_palm_quat_z,relative_to_palm_yaw_deg,relative_to_palm_pitch_deg,relative_to_palm_roll_deg,raw_frame_hex
0.008,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.009,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.007000,0.020300,0.996500,170.861,170.861,0.985,2.255,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080834,-0.017930,0.029259,0.996137,170.786,2.318,3.178,b6 00 00 00 00 00 00 1e 03 ba ff cb 00 ed 26 07 32 6d
0.009,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.010,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.007000,0.020300,0.996500,170.861,170.861,0.985,2.255,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080834,-0.017930,0.029259,0.996137,170.786,2.318,3.178,b6 00 00 00 00 00 00 1e 03 ba ff cb 00 ed 26 07 32 6d
0.068,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.069,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.007000,0.020300,0.996500,170.861,170.861,0.985,2.255,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080834,-0.017930,0.029259,0.996137,170.786,2.318,3.178,b6 00 00 00 00 00 00 1e 03 ba ff cb 00 ed 26 07 32 6d
0.070,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.071,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.006900,0.020300,0.996500,170.861,170.861,0.974,2.256,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080835,-0.017830,0.029259,0.996138,170.785,2.307,3.179,b6 00 00 00 00 00 00 1e 03 bb ff cb 00 ed 26 07 32 6c
0.071,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.072,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.006900,0.020300,0.996500,170.861,170.861,0.974,2.256,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080835,-0.017830,0.029259,0.996138,170.785,2.307,3.179,b6 00 00 00 00 00 00 1e 03 bb ff cb 00 ed 26 07 32 6c
0.073,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010200,0.000900,0.115,0.115,1.168,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 66 00 09 00 07 00 22
0.074,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.006900,0.020300,0.996500,170.861,170.861,0.974,2.256,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010200,0.000900,0.080834,-0.017838,0.029359,0.996135,170.786,2.309,3.190,b6 00 00 00 00 00 00 1e 03 bb ff cb 00 ed 26 07 32 6c
0.074,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010200,0.000900,0.115,0.115,1.168,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 66 00 09 00 07 00 22
0.075,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.006900,0.020300,0.996500,170.861,170.861,0.974,2.256,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010200,0.000900,0.080834,-0.017838,0.029359,0.996135,170.786,2.309,3.190,b6 00 00 00 00 00 00 1e 03 bb ff cb 00 ed 26 07 32 6c
0.075,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010300,0.000900,0.115,0.115,1.179,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 67 00 09 00 07 00 23
0.076,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.006900,0.020300,0.996500,170.861,170.861,0.974,2.256,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,0.080836,-0.017938,0.029351,0.996134,170.786,2.320,3.188,b6 00 00 00 00 00 00 1e 03 bb ff cb 00 ed 26 07 32 6c
0.076,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010300,0.000900,0.115,0.115,1.179,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 67 00 09 00 07 00 23
0.077,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.006900,0.020400,0.996500,170.861,170.861,0.975,2.267,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,0.080837,-0.017937,0.029451,0.996131,170.786,2.321,3.200,b6 00 00 00 00 00 00 1e 03 bb ff cc 00 ed 26 07 32 6b
0.139,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010300,0.000900,0.115,0.115,1.179,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 67 00 09 00 07 00 23
0.141,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.006900,0.020400,0.996500,170.861,170.861,0.975,2.267,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,0.080837,-0.017937,0.029451,0.996131,170.786,2.321,3.200,b6 00 00 00 00 00 00 1e 03 bb ff cc 00 ed 26 07 32 6b
0.141,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010300,0.000900,0.115,0.115,1.179,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 67 00 09 00 07 00 23
0.142,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079800,-0.006800,0.020400,0.996500,170.861,170.861,0.963,2.268,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,0.080838,-0.017837,0.029451,0.996132,170.786,2.310,3.201,b6 00 00 00 00 00 00 1e 03 bc ff cc 00 ed 26 07 32 6c
0.142,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010300,0.000900,0.115,0.115,1.179,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 67 00 09 00 07 00 23
0.143,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.006900,0.020400,0.996500,170.850,170.850,0.975,2.267,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,0.080936,-0.017938,0.029449,0.996123,170.775,2.321,3.199,b6 00 00 00 00 00 00 1f 03 bb ff cc 00 ed 26 07 32 6a
0.143,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010300,0.000900,0.115,0.115,1.179,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 67 00 09 00 07 00 23
0.143,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.006900,0.020500,0.996500,170.850,170.850,0.976,2.279,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,0.080937,-0.017938,0.029549,0.996120,170.775,2.322,3.211,b6 00 00 00 00 00 00 1f 03 bb ff cd 00 ed 26 07 32 6b
0.144,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010200,0.000900,0.115,0.115,1.168,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 66 00 09 00 07 00 22
0.144,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.006900,0.020500,0.996500,170.850,170.850,0.976,2.279,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010200,0.000900,0.080935,-0.017838,0.029557,0.996121,170.775,2.311,3.213,b6 00 00 00 00 00 00 1f 03 bb ff cd 00 ed 26 07 32 6b
0.145,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.145,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.006900,0.020400,0.996500,170.850,170.850,0.975,2.267,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080935,-0.017831,0.029358,0.996127,170.774,2.308,3.190,b6 00 00 00 00 00 00 1f 03 bb ff cc 00 ed 26 07 32 6a
0.146,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.146,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.006900,0.020400,0.996500,170.850,170.850,0.975,2.267,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080935,-0.017831,0.029358,0.996127,170.774,2.308,3.190,b6 00 00 00 00 00 00 1f 03 bb ff cc 00 ed 26 07 32 6a
0.147,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010200,0.000900,0.115,0.115,1.168,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 66 00 09 00 07 00 22
0.207,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.007000,0.020400,0.996500,170.850,170.850,0.986,2.266,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010200,0.000900,0.080933,-0.017939,0.029458,0.996123,170.775,2.321,3.200,b6 00 00 00 00 00 00 1f 03 ba ff cc 00 ed 26 07 32 6b
0.208,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009900,0.010300,0.000900,0.115,0.115,1.179,1.136,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 63 00 67 00 09 00 07 00 23
0.209,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.007000,0.020500,0.996500,170.850,170.850,0.987,2.278,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009900,0.010300,0.000900,0.080936,-0.018038,0.029549,0.996118,170.775,2.334,3.210,b6 00 00 00 00 00 00 1f 03 ba ff cd 00 ed 26 07 32 6a
0.209,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010300,0.000900,0.115,0.115,1.179,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010300,0.000900,1.000000,0.000000,-0.000000,0.000000,0.000,-0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 67 00 09 00 07 00 22
0.210,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.007000,0.020500,0.996500,170.850,170.850,0.987,2.278,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010300,0.000900,0.080937,-0.018030,0.029450,0.996121,170.775,2.332,3.199,b6 00 00 00 00 00 00 1f 03 ba ff cd 00 ed 26 07 32 6a
0.210,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.210,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.007000,0.020400,0.996500,170.850,170.850,0.986,2.266,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080934,-0.017931,0.029358,0.996126,170.775,2.320,3.189,b6 00 00 00 00 00 00 1f 03 ba ff cc 00 ed 26 07 32 6b
0.211,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.211,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.007000,0.020400,0.996500,170.850,170.850,0.986,2.266,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080934,-0.017931,0.029358,0.996126,170.775,2.320,3.189,b6 00 00 00 00 00 00 1f 03 ba ff cc 00 ed 26 07 32 6b
0.212,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.212,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.079900,-0.007000,0.020400,0.996500,170.850,170.850,0.986,2.266,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.080934,-0.017931,0.029358,0.996126,170.775,2.320,3.189,b6 00 00 00 00 00 00 1f 03 ba ff cc 00 ed 26 07 32 6b
0.213,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.213,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.080000,-0.006900,0.020400,0.996500,170.838,170.838,0.975,2.267,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.081034,-0.017831,0.029357,0.996119,170.763,2.309,3.190,b6 00 00 00 00 00 00 20 03 bb ff cc 00 ed 26 07 32 55
0.214,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.270,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.080000,-0.006900,0.020400,0.996500,170.838,170.838,0.975,2.267,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.081034,-0.017831,0.029357,0.996119,170.763,2.309,3.190,b6 00 00 00 00 00 00 20 03 bb ff cc 00 ed 26 07 32 55
0.271,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.271,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.080000,-0.007000,0.020500,0.996500,170.839,170.839,0.987,2.278,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.081034,-0.017931,0.029457,0.996115,170.763,2.321,3.200,b6 00 00 00 00 00 00 20 03 ba ff cd 00 ed 26 07 32 55
0.272,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.272,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.080000,-0.007000,0.020500,0.996500,170.839,170.839,0.987,2.278,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.081034,-0.017931,0.029457,0.996115,170.763,2.321,3.200,b6 00 00 00 00 00 00 20 03 ba ff cd 00 ed 26 07 32 55
0.273,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
0.274,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.080000,-0.007000,0.020400,0.996500,170.839,170.839,0.986,2.266,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,0.081033,-0.017931,0.029357,0.996118,170.763,2.320,3.189,b6 00 00 00 00 00 00 20 03 ba ff cc 00 ed 26 07 32 54
0.274,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.999800,0.009800,0.010200,0.000900,0.115,0.115,1.168,1.124,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.999800,0.009800,0.010200,0.000900,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 0e 27 62 00 66 00 09 00 07 00 23
