time_s,protocol,sequence,node_id,status_hex,status_bits,quat_w,quat_x,quat_y,quat_z,yaw_deg,yaw_unwrapped_deg,pitch_deg,roll_deg,imu0_accel_x_mg,imu0_accel_y_mg,imu0_accel_z_mg,imu0_gyro_x_dps,imu0_gyro_y_dps,imu0_gyro_z_dps,imu1_accel_x_mg,imu1_accel_y_mg,imu1_accel_z_mg,imu1_gyro_x_dps,imu1_gyro_y_dps,imu1_gyro_z_dps,guided_test_active,guided_test_step,guided_test_step_label,guided_test_step_status,guided_test_elapsed_s,guided_test_target_node,guided_test_target_label,guided_test_error_deg,guided_test_reference_node,guided_test_reference_label,palm_ref_quat_w,palm_ref_quat_x,palm_ref_quat_y,palm_ref_quat_z,palm_live_quat_w,palm_live_quat_x,palm_live_quat_y,palm_live_quat_z,relative_to_palm_quat_w,relative_to_palm_quat_x,relative_to_palm_quat_y,relative_to_palm_quat_z,relative_to_palm_yaw_deg,relative_to_palm_pitch_deg,relative_to_palm_roll_deg,raw_frame_hex
0.014,fused,,30,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.861300,-0.029000,-0.004900,0.507200,60.950,60.950,1.202,-3.149,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.858942,-0.076464,-0.021939,0.505856,60.814,2.274,-8.840,b6 00 00 00 00 00 00 a5 21 de fe cf ff d0 13 07 1e 4e
0.014,fused,,40,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.909400,-0.012600,0.017800,-0.415200,-49.098,-49.098,1.256,-2.161,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.908705,-0.025855,-0.030925,-0.415487,-49.095,-4.456,-1.224,b6 00 00 00 00 00 00 86 23 82 ff b2 00 c8 ef 07 28 62
0.015,fused,,20,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.007700,-0.998300,-0.057100,0.000000,6.546,6.546,-0.050,-179.119,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.026772,0.997297,0.057628,0.036890,6.731,-4.042,176.687,b6 00 00 00 00 00 00 4d 00 01 d9 c5 fd 00 00 07 14 be
0.016,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.998700,0.032300,0.038800,-0.000300,0.110,0.110,4.446,3.709,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 03 27 43 01 84 01 fd ff 07 00 e6
0.017,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.264100,0.013200,0.001800,-0.964300,-149.359,-149.359,1.513,0.201,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.264575,0.042072,-0.039597,-0.962633,-149.094,3.442,5.663,b6 00 00 00 00 00 00 51 0a 84 00 12 00 55 da 07 32 77
0.018,fused,,30,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.861300,-0.029000,-0.004900,0.507200,60.950,60.950,1.202,-3.149,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.858942,-0.076464,-0.021939,0.505856,60.814,2.274,-8.840,b6 00 00 00 00 00 00 a5 21 de fe cf ff d0 13 07 1e 4e
0.019,fused,,40,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.909400,-0.012600,0.017800,-0.415200,-49.098,-49.098,1.256,-2.161,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.908705,-0.025855,-0.030925,-0.415487,-49.095,-4.456,-1.224,b6 00 00 00 00 00 00 86 23 82 ff b2 00 c8 ef 07 28 62
0.020,fused,,20,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.007700,-0.998300,-0.057100,0.000000,6.546,6.546,-0.050,-179.119,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.026772,0.997297,0.057628,0.036890,6.731,-4.042,176.687,b6 00 00 00 00 00 00 4d 00 01 d9 c5 fd 00 00 07 14 be
0.022,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.998700,0.032300,0.038800,-0.000300,0.110,0.110,4.446,3.709,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 03 27 43 01 84 01 fd ff 07 00 e6
0.023,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.264100,0.013200,0.001700,-0.964300,-149.359,-149.359,1.510,0.212,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.264571,0.042072,-0.039697,-0.962630,-149.094,3.439,5.674,b6 00 00 00 00 00 00 51 0a 84 00 11 00 55 da 07 32 74
0.025,fused,,30,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.861200,-0.029000,-0.004900,0.507200,60.948,60.948,1.202,-3.149,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.858916,-0.076467,-0.021937,0.505900,60.820,2.274,-8.840,b6 00 00 00 00 00 00 a4 21 de fe cf ff d0 13 07 1e 4f
0.027,fused,,40,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.909400,-0.012600,0.017900,-0.415200,-49.098,-49.098,1.266,-2.166,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.908708,-0.025855,-0.030825,-0.415490,-49.095,-4.445,-1.228,b6 00 00 00 00 00 00 86 23 82 ff b3 00 c8 ef 07 28 63
0.029,fused,,20,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.007700,-0.998300,-0.057100,0.000000,6.546,6.546,-0.050,-179.119,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.026772,0.997297,0.057628,0.036890,6.731,-4.042,176.687,b6 00 00 00 00 00 00 4d 00 01 d9 c5 fd 00 00 07 14 be
0.030,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.998700,0.032300,0.038800,-0.000300,0.110,0.110,4.446,3.709,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 03 27 43 01 84 01 fd ff 07 00 e6
0.031,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.264000,0.013200,0.001700,-0.964400,-149.377,-149.377,1.510,0.212,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.264453,0.042076,-0.039694,-0.962662,-149.108,3.441,5.673,b6 00 00 00 00 00 00 50 0a 84 00 11 00 54 da 07 32 74
0.032,fused,,30,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.861200,-0.029000,-0.004900,0.507200,60.948,60.948,1.202,-3.149,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.858916,-0.076467,-0.021937,0.505900,60.820,2.274,-8.840,b6 00 00 00 00 00 00 a4 21 de fe cf ff d0 13 07 1e 4f
0.033,fused,,40,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.909400,-0.012600,0.017800,-0.415200,-49.098,-49.098,1.256,-2.161,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.908705,-0.025855,-0.030925,-0.415487,-49.095,-4.456,-1.224,b6 00 00 00 00 00 00 86 23 82 ff b2 00 c8 ef 07 28 62
0.034,fused,,20,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.007700,-0.998300,-0.057100,0.000000,6.546,6.546,-0.050,-179.119,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.026772,0.997297,0.057628,0.036890,6.731,-4.042,176.687,b6 00 00 00 00 00 00 4d 00 01 d9 c5 fd 00 00 07 14 be
0.034,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.998700,0.032300,0.038800,-0.000300,0.110,0.110,4.446,3.709,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 03 27 43 01 84 01 fd ff 07 00 e6
0.035,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.264000,0.013200,0.001700,-0.964400,-149.377,-149.377,1.510,0.212,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.264453,0.042076,-0.039694,-0.962662,-149.108,3.441,5.673,b6 00 00 00 00 00 00 50 0a 84 00 11 00 54 da 07 32 74
0.036,fused,,30,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.861200,-0.029000,-0.004900,0.507200,60.948,60.948,1.202,-3.149,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.858916,-0.076467,-0.021937,0.505900,60.820,2.274,-8.840,b6 00 00 00 00 00 00 a4 21 de fe cf ff d0 13 07 1e 4f
0.038,fused,,40,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.909400,-0.012600,0.017800,-0.415100,-49.084,-49.084,1.256,-2.161,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.908743,-0.025860,-0.030923,-0.415405,-49.085,-4.456,-1.225,b6 00 00 00 00 00 00 86 23 82 ff b2 00 c9 ef 07 28 63
0.039,fused,,20,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.007700,-0.998300,-0.057100,0.000000,6.546,6.546,-0.050,-179.119,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.026772,0.997297,0.057628,0.036890,6.731,-4.042,176.687,b6 00 00 00 00 00 00 4d 00 01 d9 c5 fd 00 00 07 14 be
0.040,fused,,0,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.998700,0.032300,0.038800,-0.000300,0.110,0.110,4.446,3.709,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,1.000000,0.000000,0.000000,0.000000,0.000,0.000,0.000,b6 00 00 00 00 00 00 03 27 43 01 84 01 fd ff 07 00 e6
0.042,fused,,50,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.264000,0.013200,0.001700,-0.964400,-149.377,-149.377,1.510,0.212,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.264453,0.042076,-0.039694,-0.962662,-149.108,3.441,5.673,b6 00 00 00 00 00 00 50 0a 84 00 11 00 54 da 07 32 74
0.043,fused,,30,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.861200,-0.029000,-0.004900,0.507300,60.963,60.963,1.202,-3.149,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.858873,-0.076467,-0.021933,0.505974,60.830,2.276,-8.840,b6 00 00 00 00 00 00 a4 21 de fe cf ff d1 13 07 1e 4e
0.044,fused,,40,0x07,"IMU0_OK, IMU1_OK, FUSION_READY",0.909400,-0.012600,0.017800,-0.415100,-49.084,-49.084,1.256,-2.161,,,,,,,,,,,,,0,,,Not running,,,,,,,,,,,0.998700,0.032300,0.038800,-0.000300,0.908743,-0.025860,-0.030923,-0.415405,-49.085,-4.456,-1.225,b6 00 00 00 00 00 00 86 23 82 ff b2 00 c9 ef 07 28 63
